,text,sentiment,clean_message
840,"for 40 bucks a head, i really expect better food.",0,40 buck head realli expect good food
841,The food came out at a good pace.,1,food come good pace
842,"I ate there twice on my last visit, and especially enjoyed the salmon salad.",1,ate twice last visit especi enjoy salmon salad
843,I won't be back.,0,wont back
844,We could not believe how dirty the oysters were!,0,could believ dirti oyster
845,This place deserves no stars.,0,place deserv star
846,I would not recommend this place.,0,would recommend place
847,"In fact I'm going to round up to 4 stars, just because she was so awesome.",1,fact im go round 4 star awesom
848,"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0,disbelief dish qualifi bad version food ever tast
849,"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0,bad day low toler rude custom servic peopl job nice polit wash dish otherwis
850,the potatoes were great and so was the biscuit.,1,potato great biscuit
851,I probably would not go here again.,0,probabl would go
852,So flavorful and has just the perfect amount of heat.,1,flavor perfect amount heat
853,The price is reasonable and the service is great.,1,price reason servic great
854,"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0,wife hat meal coconut shrimp friend realli enjoy meal either
855,My fella got the huevos rancheros and they didn't look too appealing.,0,fella get huevo ranchero didnt look appeal
856,"Went in for happy hour, great list of wines.",1,go happi hour great list wine
857,Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,1,may say buffet pricey think get pay place get quit lot
858,I probably won't be coming back here.,0,probabl wont come back
859,Worst food/service I've had in a while.,0,bad foodservic ive
860,"This place is pretty good, nice little vibe in the restaurant.",1,place pretti good nice littl vibe restaur
861,Talk about great customer service of course we will be back.,1,talk great custom servic cours back
862,"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0,hot dish hot cold dish close room tempo watch staff prepar food bare hand gloveseveryth deep fri oil
863,I love their fries and their beans.,1,love fri bean
864,Always a pleasure dealing with him.,1,alway pleasur deal
865,"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1,plethora salad sandwich everyth ive tri get seal approv
866,This place is awesome if you want something light and healthy during the summer.,1,place awesom want someth light healthi summer
867,"For sushi on the Strip, this is the place to go.",1,sushi strip place go
868,"The service was great, even the manager came and helped with our table.",1,servic great even manag come help tabl
869,The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0,feel din room colleg cook cours high class din servic slow best
870,"I started this review with two stars, but I'm editing it to give it only one.",0,start review two star im edit give one
871,this is the worst sushi i have ever eat besides Costco's.,0,bad sushi ever eat besid costco
872,"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1,excel restaur highlight great servic uniqu menu beauti set
873,My boyfriend and i sat at the bar and had a completely delightful experience.,1,boyfriend sit bar complet delight experi
874,Weird vibe from owners.,0,weird vibe owner
875,There was hardly any meat.,0,hardli meat
876,I've had better bagels from the grocery store.,0,ive good bagel groceri store
877,Go To Place for Gyros.,1,go place gyro
878,"I love the owner/chef, his one authentic Japanese cool dude!",1,love ownerchef one authent japanes cool dude
879,"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0,burger arent good pizza use amaz doughi flavorless
880,I found a six inch long piece of wire in my salsa.,0,find six inch long piec wire salsa
881,"The service was terrible, food was mediocre.",0,servic terribl food mediocr
882,We definately enjoyed ourselves.,1,defin enjoy
883,I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0,order albondiga soup warm tast like tomato soup frozen meatbal
884,"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0,three differ occas ask well do medium well three time get bloodi piec meat plate
885,I had about two bites and refused to eat anymore.,0,two bite refus eat anymor
886,The service was extremely slow.,0,servic extrem slow
887,"After 20 minutes wait, I got a table.",0,20 minut wait get tabl
888,Seriously killer hot chai latte.,1,serious killer hot chai latt
889,"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0,allergi warn menu waitress absolut clue meal contain peanut
890,My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1,boyfriend tri mediterranean chicken salad fell love
891,Their rotating beers on tap is also a highlight of this place.,1,rotat beer tap also highlight place
892,Pricing is a bit of a concern at Mellow Mushroom.,0,price bit concern mellow mushroom
893,Worst Thai ever.,0,bad thai ever
894,If you stay in Vegas you must get breakfast here at least once.,1,stay vega must get breakfast least
895,I want to first say our server was great and we had perfect service.,1,want first say server great perfect servic
896,The pizza selections are good.,1,pizza select good
897,"I had strawberry tea, which was good.",1,strawberri tea good
898,Highly unprofessional and rude to a loyal patron!,0,highli unprofession rude loyal patron
899,"Overall, a great experience.",1,overal great experi
900,Spend your money elsewhere.,0,spend money elsewher
901,Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,1,regular toast bread equal satisfi occasion pat butter mmmm
902,The Buffet at Bellagio was far from what I anticipated.,0,buffet bellagio far anticip
903,"And the drinks are WEAK, people!",0,drink weak peopl
904,-My order was not correct.,0,order correct
905,"Also, I feel like the chips are bought, not made in house.",0,also feel like chip buy make hous
906,After the disappointing dinner we went elsewhere for dessert.,0,disappoint dinner go elsewher dessert
907,The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,1,chip sal amaz
908,We won't be returning.,0,wont return
909,This is my new fav Vegas buffet spot.,1,new fav vega buffet spot
910,I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0,serious believ owner mani unexperienc employe run around like chicken head cut
911,"Very, very sad.",0,sad
912,"i felt insulted and disrespected, how could you talk and judge another human being like that?",0,felt insult disrespect could talk judg anoth human like
913,"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",0,call steakhous cant properli cook steak dont understand
914,I'm not impressed with the concept or the food.,0,im impress concept food
915,The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,0,thing wasnt crazi guacamol dont like puré
916,"There is really nothing for me at postinos, hope your experience is better",0,realli noth postino hope experi better
917,I got food poisoning here at the buffet.,0,get food poison buffet
918,They brought a fresh batch of fries and I was thinking yay something warm but no!,0,bring fresh batch fri think yay someth warm
919,"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0,hilari yummi christma eve dinner rememb big fail entir trip u
