,text
1915,The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.
1916,"There is really nothing for me at postinos, hope your experience is better"
1917,I got food poisoning here at the buffet.
1918,They brought a fresh batch of fries and I was thinking yay something warm but no!
1919,"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us."
1920,"Needless to say, I won't be going back anytime soon."
1921,This place is disgusting!
1922,"Every time I eat here, I see caring teamwork to a professional degree."
1923,The RI style calamari was a joke.
1924,"However, there was so much garlic in the fondue, it was barely edible."
1925,"I could barely stomach the meal, but didn't complain because it was a business lunch."
1926,"It was so bad, I had lost the heart to finish it."
1927,It also took her forever to bring us the check when we asked for it.
1928,We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!
1929,Disappointing experience.
1930,"The food is about on par with Denny's, which is to say, not good at all."
1931,"If you want to wait for mediocre food and downright terrible service, then this is the place for you."
1932,WAAAAAAyyyyyyyyyy over rated is all I am saying.
1933,We won't be going back.
1934,The place was fairly clean but the food simply wasn't worth it.
1935,This place lacked style!!
1936,"The sangria was about half of a glass wine full and was $12, ridiculous."
1937,Don't bother coming here.
1938,"The meat was pretty dry, I had the sliced brisket and pulled pork."
1939,"The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again."
1940,It was equally awful.
1941,Probably not in a hurry to go back.
1942,very slow at seating even with reservation.
1943,Not good by any stretch of the imagination.
1944,The cashew cream sauce was bland and the vegetables were undercooked.
1945,"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat."
1946,"It was a bit too sweet, not really spicy enough, and lacked flavor."
1947,I was VERY disappointed!!
1948,This place is horrible and way overpriced.
1949,"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best."
1950,It wasn't busy at all and now we know why.
1951,The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.
1952,"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits."
1953,Con: spotty service.
1954,"The fries were not hot, and neither was my burger."
1955,But then they came back cold.
1956,"Then our food came out, disappointment ensued."
1957,The real disappointment was our waiter.
1958,My husband said she was very rude... did not even apologize for the bad food or anything.
1959,The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.
1960,"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it."
1961,If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?
1962,She was quite disappointed although some blame needs to be placed at her door.
1963,After all the rave reviews I couldn't wait to eat here......what a disappointment!
1964,Del Taco is pretty nasty and should be avoided if possible.
1965,It's NOT hard to make a decent hamburger.
1966,But I don't like it.
1967,Hell no will I go back
1968,We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.
1969,"I don't know what the big deal is about this place, but I won't be back ""ya'all""."
1970,I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.
1971,The ambiance isn't much better.
1972,"Unfortunately, it only set us up for disapppointment with our entrees."
1973,The food wasn't good.
1974,"Your servers suck, wait, correction, our server Heimer sucked."
1975,What happened next was pretty....off putting.
1976,"too bad cause I know it's family owned, I really wanted to like this place."
1977,Overpriced for what you are getting.
1978,I vomited in the bathroom mid lunch.
1979,"I kept looking at the time and it had soon become 35 minutes, yet still no food."
1980,"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list."
1981,We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.
1982,Food was below average.
1983,It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.
1984,"All in all, Ha Long Bay was a bit of a flop."
1985,The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).
1986,Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.
1987,"It lacked flavor, seemed undercooked, and dry."
1988,It really is impressive that the place hasn't closed down.
1989,I would avoid this place if you are staying in the Mirage.
1990,The refried beans that came with my meal were dried out and crusty and the food was bland.
1991,Spend your money and time some place else.
1992,A lady at the table next to us found a live green caterpillar In her salad.
1993,the presentation of the food was awful.
1994,I can't tell you how disappointed I was.
1995,I think food should have flavor and texture and both were lacking.
1996,Appetite instantly gone.
1997,Overall I was not impressed and would not go back.
1998,"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time."
1999,"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check."
2000,So there is no way for me to plug it in here in the US unless I go by a converter.
2001,"Good case, Excellent value."
2002,Great for the jawbone.
2003,Tied to charger for conversations lasting more than 45 minutes.MAJOR PROBLEMS!!
2004,The mic is great.
2005,I have to jiggle the plug to get it to line up right to get decent volume.
2006,"If you have several dozen or several hundred contacts, then imagine the fun of sending each of them one by one."
2007,If you are Razr owner...you must have this!
2008,"Needless to say, I wasted my money."
2009,What a waste of money and time!.
2010,And the sound quality is great.
2011,He was very impressed when going from the original battery to the extended battery.
2012,If the two were seperated by a mere 5+ ft I started to notice excessive static and garbled sound from the headset.
2013,Very good quality though
2014,"The design is very odd, as the ear ""clip"" is not very comfortable at all."
2015,Highly recommend for any one who has a blue tooth phone.
2016,I advise EVERYONE DO NOT BE FOOLED!
2017,So Far So Good!.
2018,Works great!.
2019,It clicks into place in a way that makes you wonder how long that mechanism would last.
2020,"I went on Motorola's website and followed all directions, but could not get it to pair again."
2021,I bought this to use with my Kindle Fire and absolutely loved it!
2022,The commercials are the most misleading.
2023,I have yet to run this new battery below two bars and that's three days without charging.
